id,created_at,full_text_preprocessed,entities.symbols,quality,num_cashtags
1510037917762260992,Fri Apr 01 23:34:29 +0000 2022,im long tsla products and stock go ahead explore as much as yall loyal customer base remains intact martin and yes post a fng blowing number on  we rooting for tsla success,"[{'text': 'TSLA', 'indices': [23, 28]}, {'text': 'TSLA', 'indices': [186, 191]}]",False,0
1510037799654891522,Fri Apr 01 23:34:01 +0000 2022,i personally would never short tsla,"[{'text': 'TSLA', 'indices': [47, 52]}]",False,0
1510037781929672707,Fri Apr 01 23:33:57 +0000 2022,tsla  to  or nio  to  what happens first,"[{'text': 'TSLA', 'indices': [0, 5]}, {'text': 'NIO', 'indices': [26, 30]}]",False,0
1510037768768192520,Fri Apr 01 23:33:53 +0000 2022,is today the day kiwis can get the us to give way and let us order the model y in new zealand  tsla,"[{'text': 'TSLA', 'indices': [113, 118]}]",False,0
1510037710144425986,Fri Apr 01 23:33:39 +0000 2022,tsla i have of  call and  call i hope that we explode and ill sell then buy low  i lost ,"[{'text': 'TSLA', 'indices': [0, 5]}]",False,0
1510037612999938051,Fri Apr 01 23:33:16 +0000 2022,scan results   mtop bullish trend on pair polis step skl brz dawntop bullish trend on pair tsla gbtc bito gdxj usoall results buy signals,"[{'text': 'POLIS', 'indices': [66, 72]}, {'text': 'STEP', 'indices': [76, 81]}, {'text': 'SKL', 'indices': [85, 89]}, {'text': 'BRZ', 'indices': [93, 97]}, {'text': 'DAWN', 'indices': [101, 106]}, {'text': 'TSLA', 'indices': [144, 149]}, {'text': 'GBTC', 'indices': [153, 158]}, {'text': 'BITO', 'indices': [162, 167]}, {'text': 'GDXJ', 'indices': [171, 176]}, {'text': 'USO', 'indices': [180, 184]}]",False,0
1510037581353951240,Fri Apr 01 23:33:09 +0000 2022,twitters recommended buytsla mentions spy mentions qqq mentions twitters recommended sell tsla mentions spy mentions spx mentions qqq mentions,"[{'text': 'TSLA', 'indices': [28, 33]}, {'text': 'SPY', 'indices': [48, 52]}, {'text': 'QQQ', 'indices': [67, 71]}, {'text': 'TSLA', 'indices': [116, 121]}, {'text': 'SPY', 'indices': [136, 140]}, {'text': 'SPX', 'indices': [155, 159]}, {'text': 'QQQ', 'indices': [173, 177]}]",False,0
1510037335907319810,Fri Apr 01 23:32:10 +0000 2022,never sell tsla,"[{'text': 'tsla', 'indices': [35, 40]}]",False,0
1510037254391091212,Fri Apr 01 23:31:51 +0000 2022,somebody else knows a good deal when they see one min left ccl btc tsla spce brqs wish dats amc dkng sos ual jblu dal aapl dwac fami tell tme bb nkla didi qqq mvis ge f,"[{'text': 'ccl', 'indices': [67, 71]}, {'text': 'btc', 'indices': [72, 76]}, {'text': 'tsla', 'indices': [77, 82]}, {'text': 'spce', 'indices': [83, 88]}, {'text': 'brqs', 'indices': [90, 95]}, {'text': 'wish', 'indices': [96, 101]}, {'text': 'dats', 'indices': [102, 107]}, {'text': 'amc', 'indices': [108, 112]}, {'text': 'dkng', 'indices': [113, 118]}, {'text': 'sos', 'indices': [119, 123]}, {'text': 'ual', 'indices': [124, 128]}, {'text': 'jblu', 'indices': [129, 134]}, {'text': 'dal', 'indices': [135, 139]}, {'text': 'aapl', 'indices': [141, 146]}, {'text': 'dwac', 'indices': [147, 152]}, {'text': 'fami', 'indices': [153, 158]}, {'text': 'tell', 'indices': [159, 164]}, {'text': 'tme', 'indices': [165, 169]}, {'text': 'bb', 'indices': [170, 173]}, {'text': 'nkla', 'indices': [174, 179]}, {'text': 'didi', 'indices': [180, 185]}, {'text': 'qqq', 'indices': [186, 190]}, {'text': 'mvis', 'indices': [191, 196]}, {'text': 'ge', 'indices': [197, 200]}, {'text': 'f', 'indices': [201, 203]}]",False,0
1510037207754629128,Fri Apr 01 23:31:40 +0000 2022,i swung tsla calls also tsla either gonna open up  or down  ready for the pain,"[{'text': 'TSLA', 'indices': [8, 13]}, {'text': 'TSLA', 'indices': [26, 31]}]",False,0
1510037168332283906,Fri Apr 01 23:31:30 +0000 2022,every day is a good day to be a tsla stockholder,"[{'text': 'TSLA', 'indices': [39, 44]}]",False,0
1510037042029535233,Fri Apr 01 23:31:00 +0000 2022,a few things to note when we trade spy tsla nvda aapl fb we must always determine the market sentiment and bias for that day based on the news and headlines that driving the market this is incredibly important,"[{'text': 'SPY', 'indices': [35, 39]}, {'text': 'TSLA', 'indices': [40, 45]}, {'text': 'NVDA', 'indices': [46, 51]}, {'text': 'AAPL', 'indices': [52, 57]}, {'text': 'FB', 'indices': [58, 61]}]",False,0
1510036809841057792,Fri Apr 01 23:30:05 +0000 2022,tsla winnings of initial investment   realized mestimating an average buy price of btc with now btc holdings btcusd,"[{'text': 'TSLA', 'indices': [0, 5]}, {'text': 'BTCUSD', 'indices': [159, 166]}]",False,0
1510036742233071616,Fri Apr 01 23:29:49 +0000 2022,model y most sold ev in italy in march  fiat e loses first position tsla,"[{'text': 'TSLA', 'indices': [77, 82]}]",False,0
1510036165801308160,Fri Apr 01 23:27:31 +0000 2022,isnt that a size move for tsla and its usual volatility i dunno,"[{'text': 'TSLA', 'indices': [57, 62]}]",False,0
1510035985304014849,Fri Apr 01 23:26:48 +0000 2022,tsla heres a chart for bears theyve never encountered one of these,"[{'text': 'TSLA', 'indices': [0, 5]}]",False,0
1510035787034902528,Fri Apr 01 23:26:01 +0000 2022,the big show featuring the over leading key levels spamfree spy qqq tsla aapl amzn,"[{'text': 'SPY', 'indices': [133, 137]}, {'text': 'QQQ', 'indices': [138, 142]}, {'text': 'TSLA', 'indices': [143, 148]}, {'text': 'AAPL', 'indices': [149, 154]}, {'text': 'AMZN', 'indices': [155, 160]}]",False,0
1510035759113273344,Fri Apr 01 23:25:54 +0000 2022,just test drove a bolt and i am buying more tsla on monday,"[{'text': 'TSLA', 'indices': [44, 49]}]",False,0
1510035608495923203,Fri Apr 01 23:25:18 +0000 2022,haha come on man we cant compare pton to tsla a better comparison would be ride or something like that as much as i want to be a bear i cant ignore the fact that tsla is the blue chip company of the ev realm they are literally the apple of evs in peoples mind,"[{'text': 'PTON', 'indices': [59, 64]}, {'text': 'TSLA', 'indices': [68, 73]}, {'text': 'RIDE', 'indices': [103, 108]}, {'text': 'TSLA', 'indices': [193, 198]}]",False,0
1510035311291768838,Fri Apr 01 23:24:07 +0000 2022,tsla w chart looking amazing very good looking breakout and a sharp crossover happening on the macd i believe it will hit  next week easily,"[{'text': 'TSLA', 'indices': [0, 5]}]",False,0
1510035303003611137,Fri Apr 01 23:24:05 +0000 2022,i want doge to skyrocket now so that i can use profits to buy tsla,"[{'text': 'Doge', 'indices': [7, 12]}, {'text': 'TSLA', 'indices': [63, 68]}]",False,0
1510035288101466117,Fri Apr 01 23:24:02 +0000 2022,regardless of what happens in q from q tesla production will be ramping significantly on three separate fronts berlin austin and shanghai via the expansion that has been underway for the past several months exciting tsla,"[{'text': 'tsla', 'indices': [235, 240]}]",False,0
1510035216143843328,Fri Apr 01 23:23:45 +0000 2022,if something is important enough you cry about it on twitter tsla,"[{'text': 'tsla', 'indices': [62, 67]}]",False,0
